Time	BodyX	BodyY	BodyZ	
0	0	0.015	0	
0.001	-1.199929E-15	0.01499019	-7.473415E-16	
0.002	1.050327E-11	0.01497645	-1.386327E-06	
0.003	1.072261E-11	0.01497691	-1.440899E-06	
0.004	1.07684E-11	0.01497737	-1.472224E-06	
0.005	1.080975E-11	0.01497781	-1.502558E-06	
0.006	1.085023E-11	0.01497824	-1.532292E-06	
0.007	1.008274E-11	0.01497867	-1.556601E-06	
0.008	9.701583E-12	0.01497909	-1.582661E-06	
0.009000001	9.592009E-12	0.0149795	-1.609795E-06	
0.01	9.659245E-12	0.0149799	-1.637446E-06	
0.011	9.837881E-12	0.0149803	-1.665232E-06	
0.012	1.008303E-11	0.01498068	-1.692894E-06	
0.013	1.036407E-11	0.01498106	-1.720259E-06	
0.014	1.066038E-11	0.01498143	-1.747212E-06	
0.015	1.095823E-11	0.0149818	-1.773681E-06	
0.016	1.124874E-11	0.01498215	-1.799623E-06	
0.017	1.152642E-11	0.0149825	-1.825015E-06	
0.018	1.178804E-11	0.01498284	-1.849845E-06	
0.019	1.203196E-11	0.01498318	-1.874114E-06	
0.02	1.225765E-11	0.01498351	-1.897827E-06	
0.021	1.246522E-11	0.01498383	-1.920994E-06	
0.022	1.265527E-11	0.01498415	-1.943626E-06	
0.023	1.282865E-11	0.01498446	-1.965737E-06	
0.024	1.298635E-11	0.01498477	-1.987342E-06	
0.025	1.312947E-11	0.01498506	-2.008455E-06	
0.026	1.325909E-11	0.01498536	-2.029091E-06	
0.027	1.33763E-11	0.01498564	-2.049263E-06	
0.028	1.348211E-11	0.01498593	-2.068986E-06	
0.029	1.35775E-11	0.0149862	-2.088273E-06	
0.03	1.36634E-11	0.01498647	-2.107137E-06	
0.031	1.374063E-11	0.01498674	-2.125589E-06	
0.032	1.380998E-11	0.014987	-2.143642E-06	
0.033	1.387215E-11	0.01498725	-2.161308E-06	
0.034	1.392783E-11	0.0149875	-2.178595E-06	
0.035	1.413574E-11	0.01498775	-2.195516E-06	
0.036	1.33796E-11	0.01498799	-2.21208E-06	
0.037	1.333069E-11	0.01498822	-2.228295E-06	
0.038	1.280555E-11	0.01498845	-2.244172E-06	
0.039	1.28536E-11	0.01498868	-2.259718E-06	
0.04	1.303676E-11	0.0149889	-2.274942E-06	
0.041	1.318651E-11	0.01498912	-2.289851E-06	
0.042	1.32606E-11	0.01498933	-2.304453E-06	
0.043	1.326418E-11	0.01498954	-2.318761E-06	
0.044	1.321586E-11	0.01498975	-2.332765E-06	
0.045	1.313474E-11	0.01498995	-2.34649E-06	
0.046	1.953743E-11	0.01499014	-2.359935E-06	
0.047	2.514538E-11	0.01499034	-2.373109E-06	
0.048	3.175171E-11	0.01499053	-2.386016E-06	
0.049	3.152184E-11	0.01499071	-2.398663E-06	
0.05	3.144288E-11	0.01499089	-2.411055E-06	
0.051	3.120641E-11	0.01499107	-2.423197E-06	
0.052	3.073356E-11	0.01499125	-2.435095E-06	
0.053	3.00685E-11	0.01499142	-2.446755E-06	
0.054	2.928287E-11	0.01499159	-2.458181E-06	
0.055	2.844007E-11	0.01499175	-2.469379E-06	
0.056	5.196754E-11	0.01499191	-2.480353E-06	
0.057	7.264385E-11	0.01499207	-2.49111E-06	
0.058	9.271628E-11	0.01499223	-2.501652E-06	
0.059	8.673173E-11	0.01499238	-2.511985E-06	
0.06	8.172984E-11	0.01499253	-2.522112E-06	
0.061	7.738066E-11	0.01499267	-2.532037E-06	
0.062	7.341008E-11	0.01499282	-2.541765E-06	
